220;28;33;13
221;28;33;34
222;28;34;1
223;28;34;13
224;28;34;11
225;28;35;13
226;28;35;2
227;28;36;27
228;28;36;10
229;28;36;34
230;28;37;26
231;28;37;24
232;28;39;10
233;28;39;34
234;29;9;10
235;29;15;3
236;29;15;27
237;29;19;2
238;29;25;26
239;29;27;11
240;29;27;1
241;29;30;26
242;29;30;10
243;29;31;4
244;29;31;34
245;29;31;26
246;29;33;1
247;29;33;23
248;29;34;25
249;29;34;10
250;29;36;26
251;29;36;2
252;29;39;10
253;30;9;22
254;30;15;22
255;30;15;15
256;30;15;33
257;30;16;1
258;30;16;33
259;30;19;1
260;30;19;24
261;30;19;6
262;30;19;27
263;30;20;10
264;30;20;2
265;30;20;22
266;30;24;22
267;30;24;10
268;30;24;2
269;30;25;34
270;30;27;27
271;30;27;24
272;30;27;2
273;30;28;33
274;30;28;23
275;30;28;26
276;30;29;26
277;30;29;10
278;30;32;24
279;30;32;2
280;30;33;2
281;30;33;25
282;30;34;10
283;30;34;2
284;30;35;11
285;30;35;22
286;30;36;22
287;30;36;19
288;30;37;22
289;30;37;19
290;30;39;22
291;30;39;13
292;30;39;24
293;31;9;3
294;31;9;23
295;31;15;22
296;31;15;15
297;31;15;33
298;31;16;16
299;31;16;22
300;31;19;2
301;31;19;6
302;31;20;19
303;31;20;22
304;31;24;10
305;31;25;1
306;31;25;22
307;31;27;24
308;31;27;2
309;31;28;3
310;31;28;33
311;31;28;26
312;31;29;4
313;31;29;34
314;31;29;26
315;31;36;19
316;31;36;1
317;31;37;2
318;31;37;27
319;31;37;1
320;31;39;22
321;32;9;13
322;32;9;1
323;32;15;27
324;32;15;4
325;32;15;1
326;32;16;16
327;32;19;26
328;32;19;27
329;32;19;1
330;32;20;1
331;32;20;4
332;32;24;24
333;32;24;16
334;32;25;34
335;32;25;4
336;32;28;1
337;32;30;24
338;32;30;2
339;32;33;2
340;32;33;5
341;32;33;13
342;32;33;16
343;32;34;1
344;32;34;11
345;32;34;9
346;32;35;2
347;32;35;13
348;32;35;15
349;32;36;27
350;32;36;26
351;32;36;1
352;32;37;6
353;32;37;11
354;32;37;1
355;32;39;1
356;32;39;10
357;33;9;13
358;33;9;34
359;33;15;3
360;33;15;25
361;33;16;1
362;33;16;16
363;33;16;25
364;33;19;1
365;33;19;13
366;33;19;24
367;33;24;4
368;33;24;10
369;33;24;27
370;33;24;22
371;33;25;4
372;33;25;10
373;33;25;34
374;33;27;27
375;33;28;25
376;33;28;13
377;33;28;2
378;33;28;34
379;33;29;1
380;33;29;23
381;33;30;2
382;33;30;25
383;33;32;2
384;33;32;5
385;33;34;26
386;33;34;1
387;33;35;15
388;33;35;34
389;33;35;1
390;33;35;16
391;33;36;26
392;33;39;15
393;33;39;1
394;34;9;34
395;34;9;9
396;34;15;11
397;34;15;27
398;34;16;1
399;34;19;15
400;34;19;1
401;34;19;16
402;34;25;1
403;34;25;10
404;34;25;25
405;34;27;11
406;34;27;10
407;34;27;1
408;34;27;16
409;34;28;10
410;34;28;2
411;34;28;13
412;34;29;25
413;34;29;10
414;34;30;10
415;34;30;2
416;34;30;16
417;34;32;1
418;34;32;11
419;34;32;10
420;34;33;1
421;34;33;26
422;34;33;15
423;34;35;7
424;34;35;1
425;34;35;4
426;34;35;16
427;34;36;1
428;34;36;11
429;34;36;13
430;34;39;1
431;34;39;10
432;35;9;10
433;35;15;13
434;35;15;1
435;35;16;2
436;35;16;16
437;35;19;19
438;35;19;13
439;35;27;13
440;35;27;24
441;35;28;5
442;35;28;1
443;35;28;10
444;35;30;11
445;35;32;1
446;35;32;13
447;35;33;15
448;35;33;34
449;35;33;1
450;35;33;16
451;35;34;1
452;35;34;16
453;35;34;7
454;35;34;4
455;35;36;15
456;35;39;26
457;35;39;6
458;36;9;34
459;36;9;10
460;36;15;10
461;36;15;4
462;36;15;15
463;36;19;27
464;36;19;2
465;36;25;6
466;36;27;13
467;36;27;1
468;36;28;2
469;36;28;26
470;36;28;10
471;36;28;34
472;36;29;26
473;36;29;24
474;36;30;22
475;36;30;19
476;36;31;19
477;36;31;1
478;36;32;27
479;36;32;26
480;36;32;1
481;36;32;13
482;36;33;27
483;36;33;9
484;36;33;26
485;36;33;24
486;36;34;1
487;36;34;13
488;36;35;15
489;36;37;15
490;36;37;10
491;37;9;3
492;37;9;4
493;37;9;16
494;37;15;19
495;37;15;25
496;37;16;25
497;37;16;34
498;37;16;6
499;37;20;19
500;37;20;16
501;37;24;33
502;37;24;27
503;37;24;22
504;37;25;9
505;37;27;27
506;37;28;26
507;37;28;24
508;37;30;22
509;37;30;19
510;37;31;2
511;37;32;5
512;37;32;11
513;37;33;2
514;37;33;5
515;37;34;26
516;37;35;1
517;37;35;15
518;37;36;15
519;37;36;10
520;39;15;10
521;39;15;2
522;39;16;20
523;39;16;10
524;39;16;16
525;39;19;10
526;39;19;19
527;39;20;1
528;39;24;13
529;39;24;15
530;39;24;23
531;39;27;1
532;39;27;10
533;39;28;1
534;39;28;10
535;39;28;34
536;39;29;1
537;39;29;10
538;39;30;22
539;39;30;13
540;39;31;22
541;39;32;2
542;39;32;24
543;39;33;1
544;39;33;7
545;39;33;19
546;39;34;1
547;39;34;10
548;39;34;25
549;39;35;1
550;39;36;24
551;39;37;27
552;39;37;2
